0.1595	0.0111	0.3097	0.0215	0.3769	0.0252	0.5136	0.0275	1121.3191	111.3839	0.2323	0.0161
0.1890	0.0138	0.3381	0.0253	0.4001	0.0289	0.5296	0.0296	896.8530	117.1370	0.2609	0.0189
