filename,train_kg,predict_relation,alignment_module,learning_rate,beta1,beta2,margin,rel_inp_dropout,rel_hid_dropout,stop_metric,rel_hidden_dim,loss_norm,tensorboard,a-hits1,a-hits5,a-hits10,a-hits50,a-mr,a-mrr,kg1-c-hits1,kg1-c-hits5,kg1-c-hits10,kg1-c-hits50,kg1-c-mr,kg1-c-mrr,kg1-rel-acc,kg2-c-hits1,kg2-c-hits5,kg2-c-hits10,kg2-c-hits50,kg2-c-mr,kg2-c-mrr,kg2-rel-acc
C_S_V0_271_5fold_1_20200713080938,kg2,False,non-sharing,0.1,3.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713080958/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713080958/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713080958/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,0.2124,0.4658,0.5893,0.8187,42.6996,0.3354,-
C_S_V0_271_5fold_1_20200713081038,kg2,False,non-sharing,0.1,1.0,3.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713081059/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713081059/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713081059/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,0.2071,0.4613,0.5867,0.8138,44.1431,0.3308,-
C_S_V0_271_5fold_1_20200713090621,kg12,False,sharing,0.1,2.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713090642/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713090642/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713090642/valid2/"" ",0.3178,0.5208,0.5917,0.7379,87.1777,0.4128,0.1604,0.3431,0.4329,0.6547,133.4,0.2505,-,0.2,0.4644,0.5827,0.8222,43.1938,0.3273,-
C_S_V0_271_5fold_1_20200713090721,kg12,False,sharing,0.1,1.0,2.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713090742/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713090742/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713090742/valid2/"" ",0.3099,0.5253,0.6001,0.7317,88.0034,0.409,0.1587,0.3427,0.4333,0.6502,133.2507,0.2496,-,0.2076,0.4591,0.584,0.8236,43.2391,0.3301,-
C_S_V0_271_5fold_1_20200713090821,kg12,False,sharing,0.1,3.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713090844/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713090844/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713090844/valid2/"" ",0.3195,0.5174,0.599,0.7379,91.2047,0.4134,0.1582,0.3467,0.4391,0.6551,131.3947,0.2504,-,0.2022,0.4653,0.5813,0.8227,42.7609,0.328,-
C_S_V0_271_5fold_1_20200713090921,kg12,False,sharing,0.1,1.0,3.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713090945/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713090945/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713090945/valid2/"" ",0.3166,0.5292,0.599,0.7458,86.5939,0.4135,0.1591,0.3471,0.4378,0.6511,133.6151,0.2501,-,0.2018,0.4702,0.5836,0.8249,43.6356,0.3291,-
C_S_V0_271_5fold_1_20200713114109,kg12,True,sharing,0.01,1.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713114131/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713114131/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713114131/valid2/"" ",0.1733,0.3639,0.4477,0.635,98.3858,0.2666,0.0831,0.1929,0.2578,0.4609,185.4764,0.1433, 0.4364,0.1187,0.3133,0.4147,0.6871,77.6116,0.217, 0.2622
C_S_V0_271_5fold_1_20200713114209,kg12,True,sharing,0.01,2.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713114233/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713114233/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713114233/valid2/"" ",0.1518,0.3267,0.4291,0.6428,108.9314,0.2427,0.0893,0.2027,0.2747,0.4907,173.6569,0.1518, 0.4533,0.1116,0.292,0.3924,0.6693,86.2231,0.2052, 0.1929
C_S_V0_271_5fold_1_20200713114309,kg12,True,sharing,0.01,1.0,2.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713114333/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713114333/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713114333/valid2/"" ",0.1614,0.32,0.405,0.6176,109.7953,0.2443,0.0751,0.1827,0.2493,0.4684,186.7813,0.135, 0.3724,0.1382,0.3191,0.4173,0.6853,82.168,0.2306, 0.1680
C_S_V0_271_5fold_1_20200713160430,kg12,True,sharing,0.01,3.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713160452/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713160452/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713160452/valid2/"" ",0.1552,0.333,0.4309,0.6327,113.1519,0.2445,0.0827,0.1969,0.2751,0.4844,171.3022,0.1471, 0.4391,0.1049,0.28,0.3836,0.6538,91.6631,0.1948, 0.2204
C_S_V0_271_5fold_1_20200713160530,kg12,True,sharing,0.01,1.0,3.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713160549/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713160549/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713160549/valid2/"" ",0.1637,0.3357,0.4173,0.6378,96.4814,0.2489,0.0631,0.1676,0.236,0.4587,192.7964,0.1232, 0.3236,0.1164,0.2964,0.4031,0.6787,87.5627,0.2096, 0.1360
C_S_V0_271_5fold_1_20200713160630,kg12,True,sharing,0.07,1.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713160652/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713160652/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713160652/valid2/"" ",0.2002,0.419,0.4967,0.671,96.9798,0.3002,0.1013,0.216,0.2867,0.5107,172.9884,0.164, 0.4418,0.1142,0.2684,0.372,0.6622,84.9636,0.1994, 0.2951
C_S_V0_271_5fold_1_20200713161702,kg1,True,non-sharing,0.01,1.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713161717/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713161717/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713161717/valid2/"" ",-,-,-,-,-,-,0.0627,0.1587,0.22,0.4076,203.824,0.1167, 0.4498,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713161802,kg1,True,non-sharing,0.01,2.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713161819/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713161819/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713161819/valid2/"" ",-,-,-,-,-,-,0.0844,0.1898,0.2609,0.4547,196.768,0.144, 0.4889,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713161838,kg2,True,non-sharing,0.01,1.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713161858/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713161858/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713161858/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,0.0831,0.1947,0.2747,0.52,101.7573,0.1473, 0.0000
C_S_V0_271_5fold_1_20200713161902,kg1,True,non-sharing,0.01,1.0,2.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713161919/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713161919/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713161919/valid2/"" ",-,-,-,-,-,-,0.072,0.1782,0.2351,0.4427,198.0373,0.1314, 0.4284,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713161938,kg2,True,non-sharing,0.01,2.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713162001/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713162001/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713162001/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,0.0862,0.204,0.284,0.5409,98.0142,0.1539, 0.0000
C_S_V0_271_5fold_1_20200713162038,kg2,True,non-sharing,0.01,1.0,2.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713162102/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713162102/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713162102/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,0.0809,0.1907,0.2702,0.5333,99.8098,0.146, 0.0000
C_S_V0_271_5fold_1_20200713172920,kg1,True,non-sharing,0.01,3.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713172939/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713172939/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713172939/valid2/"" ",-,-,-,-,-,-,0.0813,0.1933,0.256,0.452,196.952,0.1415, 0.5040,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713173021,kg1,True,non-sharing,0.01,1.0,3.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713173042/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713173042/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713173042/valid2/"" ",-,-,-,-,-,-,0.0751,0.1818,0.2453,0.4316,208.304,0.1311, 0.4284,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713173121,kg1,True,non-sharing,0.07,1.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713173142/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713173142/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713173142/valid2/"" ",-,-,-,-,-,-,0.0951,0.2289,0.3009,0.5151,178.3236,0.1653, 0.5049,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713184507,kg1,True,non-sharing,0.07,2.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713184526/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713184526/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713184526/valid2/"" ",-,-,-,-,-,-,0.1107,0.2462,0.3187,0.5249,172.6649,0.1809, 0.5191,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713184607,kg1,True,non-sharing,0.07,1.0,2.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713184628/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713184628/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713184628/valid2/"" ",-,-,-,-,-,-,0.1062,0.2347,0.2973,0.4898,182.8889,0.173, 0.4720,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713184707,kg1,True,non-sharing,0.07,3.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713184729/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713184729/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713184729/valid2/"" ",-,-,-,-,-,-,0.104,0.2507,0.3262,0.5262,173.8364,0.18, 0.4987,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713204300,kg2,True,non-sharing,0.01,1.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713204321/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713204321/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713204321/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,0.0764,0.196,0.264,0.5222,102.0258,0.1423, 0.0000
C_S_V0_271_5fold_1_20200713204312,kg2,True,non-sharing,0.01,1.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713204336/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713204336/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713204336/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713204400,kg2,True,non-sharing,0.01,2.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713204425/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713204425/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713204425/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.2449,0.3404,0.6036,84.6391,0.1794, 0.0249
C_S_V0_271_5fold_1_20200713204412,kg2,True,non-sharing,0.01,2.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713204435/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713204435/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713204435/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713204500,kg2,True,non-sharing,0.01,1.0,2.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713204527/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713204527/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713204527/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,0.0796,0.1978,0.2676,0.5231,101.8702,0.1443, 0.0000
C_S_V0_271_5fold_1_20200713204513,kg2,True,non-sharing,0.01,1.0,2.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713204539/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713204539/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713204539/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713210942,kg2,True,non-sharing,0.01,3.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211008/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211008/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211008/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713211042,kg2,True,non-sharing,0.01,1.0,3.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211105/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211105/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211105/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713211142,kg2,True,non-sharing,0.07,1.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211208/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211208/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211208/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713211342,kg2,True,non-sharing,0.07,2.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211408/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211408/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211408/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713211442,kg2,True,non-sharing,0.07,1.0,2.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211508/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211508/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211508/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713211825,kg1,True,non-sharing,0.1,1.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211845/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211845/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211845/valid2/"" ",-,-,-,-,-,-,0.0969,0.2382,0.304,0.4822,183.4213,0.1698, 0.5004,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713211925,kg1,True,non-sharing,0.1,2.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211945/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211945/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713211945/valid2/"" ",-,-,-,-,-,-,0.1107,0.2564,0.3307,0.5173,175.2436,0.1843, 0.5316,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713212025,kg1,True,non-sharing,0.1,3.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713212046/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713212046/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713212046/valid2/"" ",-,-,-,-,-,-,0.1036,0.24,0.3164,0.52,171.8036,0.175, 0.4933,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713215014,kg12,True,sharing,0.07,2.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713215042/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713215042/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713215042/valid2/"" ",0.2014,0.396,0.4888,0.68,102.2722,0.2965,0.096,0.2222,0.3107,0.5164,166.8133,0.1666, 0.4640,0.1138,0.2667,0.36,0.6382,96.1138,0.1967, 0.3147
C_S_V0_271_5fold_1_20200713215114,kg12,True,sharing,0.07,1.0,2.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713215144/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713215144/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713215144/valid2/"" ",0.2632,0.4736,0.5574,0.7222,96.8245,0.3629,0.0804,0.2058,0.2831,0.5133,168.0782,0.1496, 0.2471,0.12,0.3031,0.412,0.6929,68.7084,0.2146, 0.2471
C_S_V0_271_5fold_1_20200713215214,kg12,True,sharing,0.07,3.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713215243/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713215243/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713215243/valid2/"" ",0.1867,0.3847,0.4702,0.6648,106.3543,0.2808,0.092,0.2307,0.3036,0.5364,163.9796,0.1655, 0.4827,0.0996,0.2684,0.3542,0.6062,109.6116,0.1852, 0.3502
C_S_V0_271_5fold_1_20200713223238,kg1,True,non-sharing,0.07,1.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713223257/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713223257/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713223257/valid2/"" ",-,-,-,-,-,-,0.0947,0.2187,0.2876,0.4836,184.048,0.161, 0.4898,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713223338,kg1,True,non-sharing,0.07,2.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713223358/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713223358/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713223358/valid2/"" ",-,-,-,-,-,-,0.0987,0.2462,0.3182,0.5178,176.5129,0.1708, 0.5067,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200713223438,kg1,True,non-sharing,0.07,3.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713223500/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713223500/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200713223500/valid2/"" ",-,-,-,-,-,-,0.1107,0.2498,0.3258,0.5373,174.384,0.183, 0.5093,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200714003505,kg12,True,sharing,0.1,0.0,0.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714003530/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714003530/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714003530/valid2/"" ",0.2581,0.4825,0.5618,0.7222,95.279,0.3613,0.0782,0.2316,0.3164,0.5547,136.6489,0.1572, 0.0124,0.1196,0.2902,0.3702,0.6129,107.1324,0.2067, 0.0133
C_S_V0_271_5fold_1_20200714003605,kg12,True,sharing,0.07,0.0,0.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714003631/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714003631/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714003631/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200714005159,kg2,True,non-sharing,0.01,3.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714005219/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714005219/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714005219/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,0.0911,0.2084,0.2862,0.5471,100.2258,0.1588, 0.0302
C_S_V0_271_5fold_1_20200714005259,kg2,True,non-sharing,0.01,1.0,3.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714005320/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714005320/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714005320/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,0.0769,0.1916,0.2667,0.5311,99.6356,0.1423, 0.0000
C_S_V0_271_5fold_1_20200714005359,kg2,True,non-sharing,0.07,1.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714005422/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714005422/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714005422/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,0.1107,0.2924,0.424,0.7258,59.1218,0.2086, 0.0000
C_S_V0_271_5fold_1_20200714033111,kg12,True,sharing,0.07,1.0,3.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714033136/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714033136/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714033136/valid2/"" ",0.1822,0.3943,0.4781,0.6845,91.982,0.2816,0.0907,0.1907,0.2729,0.4942,169.9022,0.1508, 0.3404,0.0924,0.2693,0.3724,0.6542,85.5902,0.1829, 0.1244
